n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,c_1,c_2,c_3,c_4,c_5,c_6,c_7,r_1,r_2,r_3,r_4,r_5,r_6,r_7,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
0,7,2,8,2,1,0,0,0,0,0,0,0,8,2,2,2,2,2,2,1,2,2,2,2,2,2,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,5,1,0,0,NaN,NaN,NaN,NaN,NaN,4,6,NaN,NaN,NaN,NaN,NaN,5,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,2,8,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,3,2,0,0,NaN,NaN,NaN,NaN,NaN,4,6,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,2,8,3,2,0,0,0,0,0,0,0,2,8,2,2,2,2,2,3,2,3,3,3,3,3,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,2,0,0,0,NaN,NaN,NaN,NaN,NaN,6,4,NaN,NaN,NaN,NaN,NaN,0,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,2,8,5,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,5,5,5,5,5,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,3,1,0,0,NaN,NaN,NaN,NaN,NaN,6,4,NaN,NaN,NaN,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,2,8,3,5,0,0,0,0,0,0,0,2,2,2,8,2,2,2,3,3,3,5,3,3,3,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,2,1,0,0,NaN,NaN,NaN,NaN,NaN,6,4,NaN,NaN,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,2,8,1,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,2
0,2,4,6,1,0,0,0,NaN,NaN,NaN,NaN,NaN,6,4,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200613,192257,0,61320,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061320       ,167,20200613,192257,13-Jun-2020 19:22:57,ee_alterhb,1
0,7,4,6,1,3,0,0,0,0,0,0,0,4,4,6,6,6,6,6,1,1,3,3,3,3,3,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,5,1,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,2,1,0,0,0,0,0,0,0,6,6,4,6,6,6,4,1,1,2,1,1,1,2,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,0,5,0,0,NaN,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,5,0,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,3,2,0,0,0,0,0,0,0,6,6,4,6,6,6,4,2,2,3,2,2,2,3,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,2,3,0,0,NaN,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,5,0,0,0,0,0,0,0,0,6,4,6,4,6,4,4,0,5,0,5,0,5,5,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,3,5,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,5,1,0,0,0,0,0,0,0,4,6,4,4,4,4,4,5,1,5,5,5,5,5,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,3,0,0,0,NaN,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,0,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,0,5,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,5,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,0,1,0,0,0,0,0,0,0,4,6,4,6,4,6,4,0,1,0,1,0,1,0,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,2,3,0,0,NaN,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,3,2,0,0,0,0,0,0,0,6,6,4,4,4,4,4,2,2,3,3,3,3,3,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,5,0,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,5,0,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,2,3,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,0,1,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,1,5,0,0,0,0,0,0,0,4,6,6,6,6,6,6,1,5,5,5,5,5,5,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,5,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,5,1,0,0,0,0,0,0,0,6,4,6,4,6,4,6,1,5,1,5,1,5,1,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,1,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,2,5,0,0,0,0,0,0,0,6,6,6,6,6,6,6,5,5,5,5,5,5,5,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,3,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,0,1,0,0,0,0,0,0,0,6,4,6,4,6,4,6,1,0,1,0,1,0,1,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,3,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,3,0,0,0,0,0,0,0,0,6,4,6,4,4,4,6,0,3,0,3,3,3,0,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,2,5,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,3,0,0,0,0,0,0,0,0,6,6,4,6,4,4,4,0,0,3,0,3,3,3,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,2,1,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,0,1,0,0,0,0,0,0,0,6,6,6,4,4,4,6,1,1,1,0,0,0,1,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,1
0,2,2,8,0,1,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200614,140419,0,61420,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061420       ,329,20200614,140419,14-Jun-2020 14:04:19,ee_alterhb,2
0,7,4,6,5,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,5,5,5,5,5,5,5,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,0,2,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,3,2,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,0,1,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,0,1,0,0,0,0,0,0,0,4,4,6,4,6,4,6,0,0,1,0,1,0,1,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,3,5,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,5,1,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,5,0,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,5,0,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,2,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,2,5,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,0,5,0,0,0,0,0,0,0,4,4,6,4,4,6,4,0,0,5,0,0,5,0,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,0,1,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,2,3,0,0,0,0,0,0,0,6,6,6,4,6,4,4,3,3,3,2,3,2,2,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,5,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,1,2,0,0,0,0,0,0,0,6,4,6,4,6,4,6,2,1,2,1,2,1,2,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,0,1,0,0,NaN,NaN,NaN,NaN,NaN,2,8,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,2,3,0,0,0,0,0,0,0,6,6,6,6,6,4,6,3,3,3,3,3,2,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,2,3,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,5,2,0,0,0,0,0,0,0,6,6,6,4,4,4,4,2,2,2,5,5,5,5,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,3,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,3,1,0,0,0,0,0,0,0,6,4,6,4,4,4,4,1,3,1,3,3,3,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,3,2,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,2,5,0,0,0,0,0,0,0,6,6,6,4,4,4,4,5,5,5,2,2,2,2,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,2,0,0,0,NaN,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,0,2,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,1,0,0,0,0,0,0,0,0,4,6,4,6,4,4,6,1,0,1,0,1,1,0,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,3,1,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,0,1,0,0,0,0,0,0,0,6,6,4,6,6,4,6,1,1,0,1,1,0,1,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
0,2,2,8,1,5,0,0,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,2
0,7,4,6,1,3,0,0,0,0,0,0,0,6,6,6,6,6,6,6,3,3,3,3,3,3,3,90,90,Game1,20200615,164401,0,61520,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/061520       ,442,20200615,164401,15-Jun-2020 16:44:01,ee_alterhb,1
